Gene A	Gene B	Interaction Methods
ERCC3	GTF2H2	enzymatic study
ERCC3	GTF2H3	enzymatic study
ERCC3	GTF2H4	affinity chromatography technology|in vivo
ERCC3	GTF2H5	affinity chromatography technology
ERCC3	KPNA3	two hybrid
ERCC3	MNAT1	affinity chromatography technology
ERCC3	MSANTD2	two hybrid
ERCC3	MYC	tandem affinity purification
ERCC3	NEDD8	affinity chromatography technology
ERCC3	POLR2A	affinity chromatography technology
ERCC3	POLR2C	anti tag coimmunoprecipitation
ERCC3	PSMC5	two hybrid
ERCC3	RAD23B	anti bait coimmunoprecipitation
ERCC3	RAD52	in vivo
ERCC3	SMAD2	display technology
ERCC3	TP53	pull down
ERCC3	UBC	affinity chromatography technology
ERCC3	WRN	affinity chromatography technology
ERCC3	XPC	anti bait coimmunoprecipitation
ERCC3	ZSCAN1	two hybrid
ERCC4	ERCC6	affinity chromatography technology
ERCC4	FANCG	two hybrid
ERCC4	GTF2H1	in vivo
ERCC4	PLK1	anti tag coimmunoprecipitation
ERCC4	POLR2A	affinity chromatography technology
ERCC4	RAD52	in vivo
ERCC4	SLX1B	two hybrid
ERCC4	SLX4	anti tag coimmunoprecipitation
ERCC4	SLX4IP	anti tag coimmunoprecipitation
ERCC4	SPTA1	affinity chromatography technology
ERCC4	SPTAN1	affinity chromatography technology
ERCC4	SUMO2	affinity chromatography technology
ERCC4	TADA2A	affinity chromatography technology
ERCC4	UBC	affinity chromatography technology
ERCC4	XPC	fluorescence microscopy
ERCC5	ERCC6	affinity chromatography technology
ERCC5	EWSR1	two hybrid array|two hybrid
ERCC5	GTF2H1	in vitro
ERCC5	GTF2H2	coimmunoprecipitation
ERCC5	GTF2H4	in vivo
ERCC5	NTHL1	in vitro|pull down
ERCC5	PCNA	in vivo
ERCC5	PIDD	affinity chromatography technology
ERCC5	POLR2A	in vivo
ERCC5	PSME1	pull down
ERCC5	SUMO2	affinity chromatography technology
ERCC5	TAF10	enzymatic study
ERCC5	UBC	affinity chromatography technology
ERCC6	ERCC8	anti tag coimmunoprecipitation
ERCC6	GTF2E2	in vitro
ERCC6	HIST1H2AB	affinity chromatography technology
ERCC6	HIST1H2BB	affinity chromatography technology
ERCC6	HIST1H3B	affinity chromatography technology
ERCC6	HIST2H2AC	affinity chromatography technology
ERCC6	HIST2H4A	affinity chromatography technology
ERCC6	HMGN1	affinity chromatography technology
ERCC6	NFKB1	display technology
ERCC6	PARP1	in vivo
ERCC6	POLD1	affinity chromatography technology
ERCC6	POLR1A	affinity chromatography technology
ERCC6	POLR2A	two hybrid
ERCC6	PSME1	affinity chromatography technology
ERCC6	RNF11	two hybrid
ERCC6	RPA1	affinity chromatography technology
ERCC6	SUMO2	affinity chromatography technology
ERCC6	TCF4	affinity chromatography technology
ERCC6	TP53	in vivo
ERCC6	UBC	affinity chromatography technology
ERCC6	XAB2	in vitro
ERCC6	XPA	pull down
ERCC6L	PLK1	affinity chromatography technology
ERCC6L	RB1CC1	affinity chromatography technology
ERCC6L	RPA3	anti bait coimmunoprecipitation
ERCC6L	UBC	affinity chromatography technology
ERCC8	GTF2H2	anti tag coimmunoprecipitation
ERCC8	HMGN1	affinity chromatography technology
ERCC8	POLR2A	affinity chromatography technology
ERCC8	RBX1	affinity chromatography technology
ERCC8	UBC	affinity chromatography technology
ERCC8	UQCRQ	two hybrid pooling approach
ERCC8	XAB2	two hybrid
EREG	SCN9A	affinity chromatography technology
ERF	HMGB1	in vitro
ERF	MAPK1	in vivo
ERF	SUMO2	affinity chromatography technology
ERF	UBC	affinity chromatography technology
ERF	XPO1	in vivo
ERG	ERG	in vitro
ERG	ETS2	in vitro
ERG	ETV1	in vitro
ERG	FLI1	in vitro
ERG	JUN	in vivo
ERG	LMO2	anti tag coimmunoprecipitation
ERG	PARP1	pull down
ERG	PRKDC	pull down
ERG	SETDB1	two hybrid
ERG	SPI1	in vitro
ERGIC1	ERGIC3	cross-linking study
ERGIC1	UBC	affinity chromatography technology
ERGIC2	UBC	affinity chromatography technology
ERGIC3	ERGIC3	in vivo
ERGIC3	UBC	affinity chromatography technology
ERH	HSPA8	two hybrid pooling approach
ERH	IGSF21	two hybrid
ERH	ILK	anti bait coimmunoprecipitation
ERH	KIAA0101	affinity chromatography technology
ERH	MED31	two hybrid
ERH	PRKAB1	anti bait coimmunoprecipitation
ERH	PSPH	anti bait coimmunoprecipitation
ERH	RBM48	two hybrid pooling approach
ERH	RNPS1	anti bait coimmunoprecipitation
ERH	SETDB1	two hybrid
ERH	SH3GL2	two hybrid
ERH	SMN2	affinity chromatography technology
ERH	TERF2	affinity chromatography technology
ERH	TLE1	two hybrid pooling approach
ERH	TP53	in vitro
ERH	TRAF6	anti bait coimmunoprecipitation
ERH	UBC	affinity chromatography technology
ERH	UNC119	two hybrid
ERI1	SLBP	two hybrid
ERI1	UBC	affinity chromatography technology
ERI3	PRNP	in vivo
ERI3	UBC	affinity chromatography technology
ERICH1	SUMO2	affinity chromatography technology
ERICH1	UBC	affinity chromatography technology
ERICH2	TNF	display technology
ERLEC1	GH1	anti bait coimmunoprecipitation
ERLEC1	HSP90B1	affinity chromatography technology
ERLEC1	HSPA5	affinity chromatography technology
ERLEC1	SEL1L	affinity chromatography technology
ERLEC1	SERPINA1	affinity chromatography technology
ERLEC1	SYVN1	affinity chromatography technology
ERLEC1	TNFRSF1A	anti tag coimmunoprecipitation
ERLEC1	UBC	affinity chromatography technology
ERLIN1	ERLIN2	affinity chromatography technology
ERLIN1	RNF139	affinity chromatography technology
ERLIN1	SYVN1	affinity chromatography technology
ERLIN1	TRAF6	anti tag coimmunoprecipitation
ERLIN1	UBC	affinity chromatography technology
ERLIN1	VCL	affinity chromatography technology
ERLIN2	ICT1	anti tag coimmunoprecipitation
ERLIN2	INSIG1	affinity chromatography technology
ERLIN2	NPHP1	affinity chromatography technology
ERLIN2	PSMD2	affinity chromatography technology
ERLIN2	RNF139	affinity chromatography technology
ERLIN2	RNF185	affinity chromatography technology
ERLIN2	SYVN1	affinity chromatography technology
ERLIN2	TCF3	affinity chromatography technology
ERLIN2	TMUB1	affinity chromatography technology
ERLIN2	UBC	affinity chromatography technology
ERLIN2	UFD1L	affinity chromatography technology
ERLIN2	VCL	affinity chromatography technology
ERMAP	VASP	in vivo
ERMN	NEDD4	enzymatic study
ERMP1	UBC	affinity chromatography technology
ERN1	ERN1	pull down
ERN1	HSP90AA1	in vivo
ERN1	HSPA5	pull down
ERN1	MAP3K5	affinity chromatography technology
ERN1	PSEN1	in vivo
ERN1	SEL1L	two hybrid
ERN1	SYVN1	anti bait coimmunoprecipitation
ERN1	TAOK3	in vivo
ERN1	TNFRSF1A	in vivo
ERN1	TRAF2	affinity chromatography technology
ERN1	UBC	affinity chromatography technology
ERN1	USP14	two hybrid
ERO1L	ERO1L	in vivo
ERO1L	ERP44	affinity chromatography technology
ERO1L	H2AFX	anti tag coimmunoprecipitation
ERO1L	P4HB	affinity chromatography technology
ERO1L	PDIA3	imaging technique
ERO1L	PDILT	in vivo
ERO1L	PELI2	two hybrid
ERO1L	UBC	affinity chromatography technology
ERO1LB	ERP44	affinity chromatography technology
ERO1LB	P4HB	affinity chromatography technology
ERO1LB	UBC	affinity chromatography technology
ERP27	PDIA3	in vivo
ERP27	UBQLN4	pull down
ERP29	H2AFX	anti tag coimmunoprecipitation
ERP29	HLA-B	anti bait coimmunoprecipitation
ERP29	HSPA5	in vitro
ERP29	IKBKE	anti bait coimmunoprecipitation
ERP29	KIAA0101	affinity chromatography technology
ERP29	MCC	anti bait coimmunoprecipitation
ERP29	UBC	affinity chromatography technology
ERP29	UBQLN4	pull down
ERP44	ITPR1	affinity chromatography technology
ERP44	LMAN1	anti tag coimmunoprecipitation
ERP44	RASSF5	anti tag coimmunoprecipitation
ERP44	SUMO4	affinity chromatography technology
ERP44	UIMC1	anti tag coimmunoprecipitation
ERP44	USP32	anti tag coimmunoprecipitation
ERP44	USP46	affinity chromatography technology
ERRFI1	GRB2	anti tag coimmunoprecipitation
ERRFI1	PDGFRB	affinity chromatography technology
ERRFI1	SCN9A	affinity chromatography technology
ERRFI1	SFN	tandem affinity purification
ERRFI1	YWHAZ	affinity chromatography technology
ERVW-1	HYAL2	affinity chromatography technology
ERVW-1	LNX1	two hybrid
ERVW-1	SLC1A4	in vivo
ERVW-1	SLC1A5	in vivo
ESCO1	HDAC1	affinity chromatography technology
ESCO1	HDAC2	affinity chromatography technology
ESCO1	HIST1H3B	affinity chromatography technology
ESCO1	KDM1A	affinity chromatography technology
ESCO1	SETDB1	affinity chromatography technology
ESCO1	SUV39H1	affinity chromatography technology
ESCO2	HDAC1	affinity chromatography technology
ESCO2	HDAC2	affinity chromatography technology
ESCO2	HDAC4	affinity chromatography technology
ESCO2	KDM1A	affinity chromatography technology
ESCO2	PHF21A	affinity chromatography technology
ESCO2	RCOR1	affinity chromatography technology
ESCO2	SETDB1	affinity chromatography technology
ESCO2	SUV39H1	affinity chromatography technology
ESCO2	UBC	affinity chromatography technology
ESD	GRB2	two hybrid
ESD	HLA-B	anti bait coimmunoprecipitation
ESD	MCC	anti bait coimmunoprecipitation
ESD	TRAF6	anti bait coimmunoprecipitation
ESD	UBC	affinity chromatography technology
ESF1	FOS	display technology
ESF1	GTF2F2	display technology
ESF1	NR4A1	display technology
ESF1	SIRT7	affinity chromatography technology
ESF1	SMAD2	display technology
ESF1	SUMO2	affinity chromatography technology
ESF1	UBC	affinity chromatography technology
ESM1	ITGAL	affinity chromatography technology
ESM1	ITGB2	in vivo
ESPL1	PTTG1	affinity chromatography technology
ESPL1	RAD21	cosedimentation through density gradient
ESPL1	UBC	affinity chromatography technology
ESR1	ESR2	pull down
ESR1	ESRRA	in vitro
ESR1	FHL2	two hybrid
ESR1	FLII	in vivo
ESR1	FOXO1	in vitro
ESR1	FOXO3	in vitro
ESR1	FOXO4	in vitro
ESR1	GADD45B	in vitro
ESR1	GADD45G	in vitro
ESR1	GNAI1	in vivo
ESR1	GRB2	in vivo
ESR1	GRIP1	in vivo
ESR1	GTF2B	in vitro
ESR1	GTF2H1	in vivo
ESR1	HAX1	pull down
ESR1	HEXIM1	in vivo
ESR1	HNF4A	in vitro
ESR1	HSP90AA1	in vivo
ESR1	HSP90AB1	in vitro
ESR1	HSPA4	in vivo
ESR1	IGF1R	in vivo
ESR1	ISL1	in vitro
ESR1	ITGB3BP	in vivo
ESR1	JUN	in vivo
ESR1	JUNB	in vivo
ESR1	JUND	in vivo
ESR1	KAT5	in vivo
ESR1	KDM5A	in vitro
ESR1	KIF1A	two hybrid
ESR1	KMT2D	pull down
ESR1	LCK	in vivo
ESR1	LDB1	in vivo
ESR1	LINC00312	in vitro
ESR1	MACROD1	pull down
ESR1	MAP3K1	coimmunoprecipitation
ESR1	MAPK1	in vivo
ESR1	MAPK14	in vivo
ESR1	MAPK3	in vivo
ESR1	MDM2	two hybrid
ESR1	MED1	in vivo
ESR1	MED24	in vivo
ESR1	MKNK2	two hybrid
ESR1	MMS19	in vitro
ESR1	MNAT1	in vivo
ESR1	MPG	in vitro
ESR1	MTA1	anti tag coimmunoprecipitation
ESR1	MTA2	anti tag coimmunoprecipitation
ESR1	MTA3	anti tag coimmunoprecipitation
ESR1	MTCH2	two hybrid
ESR1	MVP	in vivo
ESR1	MYL6	pull down
ESR1	NCOA1	two hybrid
ESR1	NCOA2	two hybrid
ESR1	NCOA3	in vitro
ESR1	NCOA5	two hybrid
ESR1	NCOA6	two hybrid
ESR1	NCOA7	in vivo
ESR1	NCOR1	in vitro
ESR1	NCOR2	in vitro
ESR1	NDRG2	pull down
ESR1	NELFB	in vivo
ESR1	NFKB1	pull down
ESR1	NOS3	anti bait coimmunoprecipitation
ESR1	NPPA	two hybrid
ESR1	NR0B1	in vitro
ESR1	NR0B2	in vivo
ESR1	NR1H4	in vivo
ESR1	NR2C1	anti bait coimmunoprecipitation
ESR1	NR2C2	in vitro
ESR1	NR2F1	in vivo
ESR1	NR2F6	in vitro
ESR1	NRIP1	in vitro
ESR1	NSD1	in vitro
ESR1	PAGR1	anti tag coimmunoprecipitation
ESR1	PAK1	in vivo
ESR1	PAK6	in vitro
ESR1	PBXIP1	two hybrid
ESR1	PELP1	in vivo
ESR1	PGR	in vivo
ESR1	PHB2	two hybrid
ESR1	PIAS1	two hybrid
ESR1	PIAS3	in vitro
ESR1	PIK3R1	in vivo
ESR1	PIK3R3	in vivo
ESR1	PNRC2	two hybrid
ESR1	POLR1B	in vitro
ESR1	POLR2D	two hybrid
ESR1	POU2F1	in vivo
ESR1	POU4F1	in vitro
ESR1	POU4F2	in vitro
ESR1	PPARGC1A	in vivo
ESR1	PPARGC1B	two hybrid
ESR1	PPP1CC	antibody array
ESR1	PPP5C	two hybrid
ESR1	PRDM2	in vivo
ESR1	PRKACA	in vitro
ESR1	PRMT1	in vitro
ESR1	PRMT2	two hybrid
ESR1	PRPF6	in vivo
ESR1	PSMB9	pull down
ESR1	PSMC5	in vivo
ESR1	PTGES3	in vivo
ESR1	PTPN1	phosphatase assay
ESR1	PTPN6	phosphatase assay
ESR1	RAC3	pull down
ESR1	RARA	in vitro
ESR1	RBM23	in vitro
ESR1	RBM39	in vitro
ESR1	RELA	pull down
ESR1	REXO4	in vitro
ESR1	RFX4	in vivo
ESR1	RGS3	in vivo
ESR1	RLIM	in vivo
ESR1	RNF14	in vivo
ESR1	RNF4	in vivo
ESR1	RPS6KA1	in vivo
ESR1	RPS6KA3	in vivo
ESR1	RXRA	in vitro
ESR1	SAFB	in vivo
ESR1	SAFB2	pull down
ESR1	SENP5	pull down
ESR1	SHC1	anti tag coimmunoprecipitation
ESR1	SLC30A9	in vivo
ESR1	SMAD2	in vivo
ESR1	SMAD3	in vivo
ESR1	SMAD4	in vivo
ESR1	SMARCA2	in vivo
ESR1	SMARCA4	in vivo
ESR1	SMARCD1	anti bait coimmunoprecipitation
ESR1	SMARCD3	in vitro
ESR1	SMARCE1	in vivo
ESR1	SNW1	anti bait coimmunoprecipitation
ESR1	SOS1	in vivo
ESR1	SP1	pull down
ESR1	SP3	anti bait coimmunoprecipitation
ESR1	SRC	anti bait coimmunoprecipitation
ESR1	SREBF1	in vivo
ESR1	STAT5A	in vivo
ESR1	STRN	in vivo
ESR1	STUB1	in vivo
ESR1	TAF10	in vitro
ESR1	TAP1	in vitro
ESR1	TBP	in vivo
ESR1	TCF20	in vivo
ESR1	TDG	in vivo
ESR1	THRA	in vitro
ESR1	THRB	in vitro
ESR1	TNFRSF14	in vivo
ESR1	TP53	in vitro
ESR1	TRIM24	in vitro
ESR1	TRIM28	in vitro
ESR1	TRIM59	in vivo
ESR1	TRIP4	in vitro
ESR1	TRRAP	in vivo
ESR1	TSC2	in vivo
ESR1	TUBA1B	in vivo
ESR1	TUBB	in vivo
ESR1	UBE2I	two hybrid
ESR1	UBE3A	two hybrid
ESR1	USF1	in vitro
ESR1	VAV3	pull down
ESR1	WIPI1	in vitro
ESR1	XBP1	in vivo
ESR1	YWHAH	in vitro
ESR1	ZBTB16	in vitro
ESR1	ZBTB17	biochemical
ESR1	ZNF366	two hybrid
ESR1	ZNF398	in vitro
ESR2	ESR2	in vitro
ESR2	LCK	in vitro
ESR2	MAD2L1	two hybrid
ESR2	MAPK11	in vitro
ESR2	MED1	pull down
ESR2	MKNK2	two hybrid
ESR2	MMS19	in vitro
ESR2	NCOA1	in vivo
ESR2	NCOA3	in vivo
ESR2	NCOA6	in vivo
ESR2	NCOA7	in vivo
ESR2	NCOR1	in vitro
ESR2	NCOR2	in vitro
ESR2	NR0B1	in vitro
ESR2	NR0B2	in vitro
ESR2	NRIP1	two hybrid
ESR2	OXT	in vitro
ESR2	PELP1	in vitro
ESR2	PIAS1	in vitro
ESR2	PIAS3	in vitro
ESR2	PNRC1	two hybrid
ESR2	PNRC2	two hybrid
ESR2	PPARGC1A	in vivo
ESR2	PPP5C	two hybrid
ESR2	PRMT2	two hybrid
ESR2	PSMC3IP	in vitro
ESR2	RBFOX2	in vitro
ESR2	RBM39	in vitro
ESR2	REXO4	in vitro
ESR2	SMAD2	in vivo
ESR2	SMAD3	in vivo
ESR2	SMAD4	in vivo
ESR2	SMARCE1	in vivo
ESR2	SP1	in vitro
ESR2	SRC	in vitro
ESR2	SREBF1	in vivo
ESR2	STAT5A	in vitro
ESR2	TRIM24	in vitro
ESR2	TRIM59	in vivo
ESR2	WIPI1	in vitro
ESR2	YWHAH	in vitro
ESR2	ZBTB17	biochemical
ESRP1	UBC	affinity chromatography technology
ESRP2	NUMBL	two hybrid
ESRRA	ESRRG	two hybrid
ESRRA	EXOSC6	two hybrid
ESRRA	FUS	two hybrid
ESRRA	GTF2B	in vitro
ESRRA	HDAC8	affinity chromatography technology
ESRRA	HIF1A	pull down
ESRRA	KAT2B	affinity chromatography technology
ESRRA	KDM3B	affinity chromatography technology
ESRRA	LYST	two hybrid
ESRRA	MACF1	two hybrid
ESRRA	MAP2K5	two hybrid
ESRRA	NCOA1	in vitro
ESRRA	NCOA3	two hybrid
ESRRA	NR0B1	two hybrid
ESRRA	NR0B2	two hybrid
ESRRA	NRIP1	pull down
ESRRA	NXF1	two hybrid
ESRRA	PIAS4	two hybrid
ESRRA	PNRC2	two hybrid
ESRRA	PPARGC1A	two hybrid
ESRRA	PRKCD	in vivo
ESRRA	PROX1	two hybrid
ESRRA	SIRT1	affinity chromatography technology
ESRRA	SP1	pull down
ESRRA	SPICE1	affinity chromatography technology
ESRRA	SRC	affinity chromatography technology
ESRRA	SUMO2	affinity chromatography technology
ESRRA	TFAP4	affinity chromatography technology
ESRRA	TNNI2	two hybrid
ESRRA	TRRAP	pull down
ESRRA	UBC	affinity chromatography technology
ESRRA	ZNF658B	affinity chromatography technology
ESRRB	NCOA2	pull down
ESRRB	NCOA3	in vitro
ESRRB	NRIP1	pull down
ESRRB	SP1	pull down
ESRRB	UBC	affinity chromatography technology
ESRRG	NCOA1	in vitro
ESRRG	NR0B2	in vivo
ESRRG	NRIP1	two hybrid
ESRRG	PNRC1	two hybrid
ESRRG	PNRC2	two hybrid
ESRRG	PPARGC1A	surface plasmon resonance
ESRRG	PPARGC1B	in vitro
ESRRG	PROX1	two hybrid
ESRRG	TULP3	anti bait coimmunoprecipitation
ESX1	EXOC2	two hybrid
ESX1	TRAP1	two hybrid
ESYT1	IKBKG	anti tag coimmunoprecipitation
ESYT1	UBC	affinity chromatography technology
ESYT1	YWHAZ	pull down
ESYT2	SLC2A4	affinity chromatography technology
ESYT2	UBC	affinity chromatography technology
ETF1	GSPT1	anti tag coimmunoprecipitation
ETF1	GSPT2	affinity chromatography technology
ETF1	HDAC3	affinity chromatography technology
ETF1	IKBKE	anti bait coimmunoprecipitation
ETF1	KEAP1	two hybrid pooling approach|two hybrid
ETF1	PABPC1	affinity chromatography technology
ETF1	PAN3	affinity chromatography technology
ETF1	PPP2CA	biochemical
ETF1	TRAF6	anti bait coimmunoprecipitation
ETF1	UBC	affinity chromatography technology
ETFA	ETFB	x-ray crystallography
ETFA	FTSJ1	anti bait coimmunoprecipitation
ETFA	IKBKE	anti bait coimmunoprecipitation
ETFA	MCC	anti bait coimmunoprecipitation
ETFA	MPG	anti bait coimmunoprecipitation
ETFA	PRKAB1	anti bait coimmunoprecipitation
ETFA	TRAF6	anti bait coimmunoprecipitation
ETFB	IKBKE	anti bait coimmunoprecipitation
ETFDH	UBC	affinity chromatography technology
ETHE1	HDAC1	affinity chromatography technology
ETHE1	IGSF21	two hybrid
ETHE1	LRIF1	two hybrid
ETHE1	RELA	affinity chromatography technology
ETHE1	RIF1	two hybrid pooling approach
ETHE1	TP53	affinity chromatography technology
ETHE1	UBC	affinity chromatography technology
ETNK1	UBC	affinity chromatography technology
ETNK2	MDFI	two hybrid array
ETNK2	NOL3	two hybrid pooling approach|two hybrid
ETNK2	UBE2A	two hybrid
ETS1	ETS2	in vitro
ETS1	FAM171A1	display technology
ETS1	FOS	in vitro
ETS1	GATA3	in vivo
ETS1	GNAS	display technology
ETS1	HMGB1	display technology
ETS1	HTATIP2	in vitro
ETS1	JUN	display technology
ETS1	JUND	display technology
ETS1	LAS1L	display technology
ETS1	MAF	in vitro
ETS1	MAPK1	in vitro
ETS1	MAPK3	in vitro
ETS1	MAPK7	in vitro
ETS1	MEIS1	anti bait coimmunoprecipitation
ETS1	NCL	display technology
ETS1	NCOR1	in vivo
ETS1	NEFM	display technology
ETS1	NFKB1	in vitro
ETS1	NOMO2	display technology
ETS1	NR3C1	in vitro
ETS1	PAX5	in vivo
ETS1	PCNX	display technology
ETS1	PFDN5	display technology
ETS1	PHF14	display technology
ETS1	POU1F1	in vitro
ETS1	PPME1	display technology
ETS1	PRKDC	pull down
ETS1	RAD23B	display technology
ETS1	RBBP6	in vivo
ETS1	RPL13A	display technology
ETS1	RPS6KC1	display technology
ETS1	RUNX2	in vitro
ETS1	SCOC	display technology
ETS1	SERBP1	display technology
ETS1	SET	display technology
ETS1	SLIT2	display technology
ETS1	SMAD3	in vivo
ETS1	SMARCA2	display technology
ETS1	SP1	in vitro
ETS1	SP100	in vivo
ETS1	SRC	in vivo
ETS1	SRSF11	two hybrid
ETS1	STAT5B	in vivo
ETS1	STAT6	in vivo
ETS1	SV2A	display technology
ETS1	TCEAL3	display technology
ETS1	TDP2	in vivo
ETS1	TLX1	pull down
ETS1	TLX3	pull down
ETS1	TSC1	display technology
ETS1	TTC3	display technology
ETS1	UBE2I	in vitro
ETS1	USP13	in vitro
ETS1	WDR17	display technology
ETS1	ZFR	display technology
ETS1	ZMAT2	display technology
ETS1	ZNHIT6	display technology
ETS2	FOS	pull down
ETS2	GATA3	in vivo
ETS2	GORAB	pull down
ETS2	JUN	in vitro
ETS2	NCOR1	affinity chromatography technology
ETS2	NR3C1	affinity chromatography technology
ETS2	POU5F1	in vivo
ETS2	RAB3GAP2	pull down
ETS2	SMARCA4	in vitro
ETS2	SRC	in vivo
ETS2	STAT5B	in vivo
ETS2	SUMO2	affinity chromatography technology
ETS2	TDP2	in vivo
ETS2	TP53	affinity chromatography technology
ETS2	TWIST1	anti tag coimmunoprecipitation
ETS2	TWIST2	anti tag coimmunoprecipitation
ETS2	UBC	enzymatic study
ETS2	ZFYVE9	two hybrid
ETS2	ZMYND11	two hybrid
ETV1	KAT2B	in vitro
ETV1	KCNA2	in vivo
ETV1	MAPKAPK2	in vivo
ETV1	PRKACA	in vivo
ETV1	PRKDC	pull down
ETV1	RPS6KA1	in vivo
ETV1	RPS6KA5	in vivo
ETV2	KDM3A	affinity chromatography technology
ETV4	SRF	in vitro
ETV4	TAF7	comigration in non denaturing gel electrophoresis
ETV5	HOXD9	two hybrid
ETV5	RFWD2	affinity chromatography technology
ETV5	SEZ6L2	two hybrid
ETV5	SLC22A2	two hybrid
ETV5	SUMO2	affinity chromatography technology
ETV5	TCF4	fluorescent resonance energy transfer
ETV5	UBC	affinity chromatography technology
ETV6	FBXL6	affinity chromatography technology
ETV6	FLI1	two hybrid
ETV6	GAB2	affinity chromatography technology
ETV6	GRB2	affinity chromatography technology
ETV6	HDAC3	affinity chromatography technology
ETV6	HDAC9	pull down
ETV6	IRF8	affinity chromatography technology
ETV6	KAT5	in vivo
ETV6	L3MBTL1	affinity chromatography technology
ETV6	NCOR1	pull down
ETV6	PDGFRB	affinity chromatography technology
ETV6	PIN1	affinity chromatography technology
ETV6	SIN3A	in vitro
ETV6	SKP1	affinity chromatography technology
ETV6	SMURF1	in vivo
ETV6	SOCS1	affinity chromatography technology
ETV6	SOCS3	affinity chromatography technology
ETV6	STK19	two hybrid
ETV6	SUMO1	two hybrid
ETV6	SUMO2	affinity chromatography technology
ETV6	UBC	affinity chromatography technology
ETV6	UBE2I	two hybrid
ETV7	IRF4	two hybrid
ETV7	L3MBTL1	in vivo
ETV7	LRPAP1	two hybrid
ETV7	UBC	affinity chromatography technology
ETV7	VTN	two hybrid
EVA1A	PTN	two hybrid pooling approach
EVA1A	SAT1	two hybrid
EVA1A	SUMO2	two hybrid pooling approach
EVA1A	UBC	affinity chromatography technology
EVA1C	RBBP6	two hybrid
EVA1C	UBC	affinity chromatography technology
EVC2	SMAD9	two hybrid
EVI2A	RNF114	two hybrid
EVI2A	RORC	two hybrid
EVI5	FBXO5	anti bait coimmunoprecipitation
EVI5	INCENP	affinity chromatography technology
EVI5	PLK1	anti bait coimmunoprecipitation
EVI5L	NUDT18	two hybrid pooling approach
EVI5L	RAB10	two hybrid
EVL	FYB	in vitro
EVL	FYN	in vitro
EVL	GCDH	pull down
EVL	HCK	pull down
EVL	LYN	in vitro
EVL	PFN2	pull down
EVL	POT1	two hybrid
EVL	PRPF40A	affinity chromatography technology
EVL	RAD21	two hybrid
EVL	RAD51	pull down
EVL	S100A9	two hybrid
EVL	SEMA6A	in vivo
EVL	SPTA1	two hybrid
EVL	SPTAN1	two hybrid
EVL	SRC	pull down
EVL	TCERG1	affinity chromatography technology
EVL	TES	in vivo
EVL	WAS	in vivo
EVL	WASL	in vivo
EVPL	IVL	in vivo
EVPL	KRT1	in vivo
EVPL	KRT10	in vivo
EVPL	KRT2	in vivo
EVPL	KRT5	in vivo
EVPL	LOR	in vivo
EVPL	PI3	in vivo
EVPL	PLEKHA5	two hybrid
EVPL	PPL	affinity chromatography technology
EVPL	PSORS1C2	in vivo
EVPL	SPRR2A	in vivo
EVPL	SPRR3	in vivo
EVPL	UBC	affinity chromatography technology
EVX1	RAD21	two hybrid
EWSR1	EWSR1	in vitro
EWSR1	FAM131C	two hybrid
EWSR1	FASN	two hybrid pooling approach|two hybrid
EWSR1	FLI1	in vivo
EWSR1	FUS	two hybrid
EWSR1	FXR2	two hybrid
EWSR1	GNPDA1	two hybrid pooling approach|two hybrid
EWSR1	GPBP1L1	two hybrid
EWSR1	GSK3B	affinity chromatography technology
EWSR1	HBP1	pull down|two hybrid
EWSR1	HDAC3	two hybrid
EWSR1	HERPUD1	two hybrid pooling approach|two hybrid
EWSR1	HIST1H2BN	two hybrid
EWSR1	HLTF	two hybrid
EWSR1	HMGA1	two hybrid pooling approach|two hybrid
EWSR1	HMGN4	two hybrid
EWSR1	HNRNPA1	affinity chromatography technology
EWSR1	HNRNPUL1	two hybrid
EWSR1	HSPA2	two hybrid array|two hybrid
EWSR1	ILK	anti bait coimmunoprecipitation
EWSR1	ITCH	affinity chromatography technology
EWSR1	ITGB5	two hybrid
EWSR1	KCNMB1	two hybrid pooling approach|two hybrid
EWSR1	KEL	two hybrid pooling approach|two hybrid
EWSR1	KHDRBS2	two hybrid pooling approach|two hybrid
EWSR1	KIAA0101	affinity chromatography technology
EWSR1	KRR1	two hybrid pooling approach|two hybrid
EWSR1	KRTAP9-6	two hybrid
EWSR1	KXD1	two hybrid pooling approach|two hybrid
EWSR1	LILRA3	two hybrid pooling approach|two hybrid
EWSR1	MAGEA11	two hybrid pooling approach|two hybrid
EWSR1	MAPK1IP1L	two hybrid
EWSR1	MATK	two hybrid pooling approach|two hybrid
EWSR1	MDFI	two hybrid pooling approach|two hybrid
EWSR1	MNS1	two hybrid pooling approach|two hybrid
EWSR1	MRPS18B	two hybrid pooling approach|two hybrid
EWSR1	MSC	two hybrid
EWSR1	MTCP1	two hybrid
EWSR1	MTMR9	two hybrid pooling approach|two hybrid
EWSR1	MVK	two hybrid pooling approach|two hybrid
EWSR1	MYL6	two hybrid pooling approach|two hybrid
EWSR1	MYO1F	two hybrid
EWSR1	MYOZ2	two hybrid pooling approach|two hybrid
EWSR1	NBPF3	two hybrid pooling approach|two hybrid
EWSR1	NDRG1	in vivo|anti bait coimmunoprecipitation
